utc_time,perth_time,lot,zone,utilization
2026-08-31T22:49:53Z,2026-09-01 06:49:53,PC4,,0
2026-08-31T22:49:53Z,2026-09-01 06:49:53,PL2,,3.23
2026-08-31T22:49:53Z,2026-09-01 06:49:53,PL1,,14.7
2026-08-31T22:49:53Z,2026-09-01 06:49:53,PA5,,9.38
2026-08-31T22:49:53Z,2026-09-01 06:49:53,PD1,,1.32
2026-08-31T22:49:53Z,2026-09-01 06:49:53,PE1,,11.15
2026-08-31T22:49:53Z,2026-09-01 06:49:53,PB3,,30.59
2026-08-31T22:49:53Z,2026-09-01 06:49:53,PD4,,11.11
2026-09-01T01:31:17Z,2026-09-01 09:31:17,TCP1,,0
2026-09-01T01:31:17Z,2026-09-01 09:31:17,PC2,,1.43
2026-09-01T01:31:17Z,2026-09-01 09:31:17,PI3,,0
2026-09-01T01:31:17Z,2026-09-01 09:31:17,STAFF ONLY - PJ1,,96.84
2026-09-01T01:31:17Z,2026-09-01 09:31:17,TCP2,,0
2026-09-01T01:31:17Z,2026-09-01 09:31:17,PJ1,,92.75
2026-09-01T01:31:17Z,2026-09-01 09:31:17,STAFF ONLY - PC3,,100
2026-09-01T01:31:17Z,2026-09-01 09:31:17,PJ2,,98.74
2026-09-01T01:31:17Z,2026-09-01 09:31:17,PH1,,99.52
2026-09-01T01:31:17Z,2026-09-01 09:31:17,PF1,,100
2026-09-01T01:31:17Z,2026-09-01 09:31:17,PC3,,100
2026-09-01T01:31:17Z,2026-09-01 09:31:17,PI1,,91.34
2026-09-01T01:31:17Z,2026-09-01 09:31:17,PE2,,70.29
2026-09-01T01:31:17Z,2026-09-01 09:31:17,PI2,,5.45
2026-09-01T01:31:17Z,2026-09-01 09:31:17,PM3,,96.2
2026-09-01T01:31:17Z,2026-09-01 09:31:17,PA4,,0
2026-09-01T01:31:17Z,2026-09-01 09:31:17,PM2,,21.05
2026-09-01T01:31:17Z,2026-09-01 09:31:17,STAFF ONLY - PL2,,0
2026-09-01T01:31:17Z,2026-09-01 09:31:17,PA3,,0.62
2026-09-01T01:31:17Z,2026-09-01 09:31:17,PH3,,0
2026-09-01T01:31:17Z,2026-09-01 09:31:17,PA1,,27.41
2026-09-01T01:31:17Z,2026-09-01 09:31:17,PA2,,1.83
2026-09-01T01:31:17Z,2026-09-01 09:31:17,PH2,,100
2026-09-01T01:31:17Z,2026-09-01 09:31:17,PB1,,91.12
2026-09-01T01:31:17Z,2026-09-01 09:31:17,PH4,,98.71
2026-09-01T01:31:17Z,2026-09-01 09:31:17,PL2,,96.77
2026-09-01T01:31:17Z,2026-09-01 09:31:17,PC4,,0
2026-09-01T01:31:17Z,2026-09-01 09:31:17,PL1,,91.05
2026-09-01T01:31:17Z,2026-09-01 09:31:17,PD1,,91.12
2026-09-01T01:31:17Z,2026-09-01 09:31:17,PA5,,9.38
2026-09-01T01:31:17Z,2026-09-01 09:31:17,PD4,,38.89
2026-09-01T01:31:17Z,2026-09-01 09:31:17,PE1,,79.79
2026-09-01T01:31:17Z,2026-09-01 09:31:17,PB3,,27.06
2026-09-01T06:45:31Z,2026-09-01 14:45:31,TCP1,,0
2026-09-01T06:45:31Z,2026-09-01 14:45:31,TCP2,,0
2026-09-01T06:45:31Z,2026-09-01 14:45:31,STAFF ONLY - PJ1,,91.58
2026-09-01T06:45:31Z,2026-09-01 14:45:31,STAFF ONLY - PC3,,100
2026-09-01T06:45:31Z,2026-09-01 14:45:31,PC2,,1.43
2026-09-01T06:45:31Z,2026-09-01 14:45:31,PJ1,,90.22
2026-09-01T06:45:31Z,2026-09-01 14:45:31,PI3,,0
2026-09-01T06:45:31Z,2026-09-01 14:45:31,PH1,,72.25
2026-09-01T06:45:31Z,2026-09-01 14:45:31,PI1,,93.85
2026-09-01T06:45:31Z,2026-09-01 14:45:31,PJ2,,96.23
2026-09-01T06:45:31Z,2026-09-01 14:45:31,PC3,,86.44
2026-09-01T06:45:31Z,2026-09-01 14:45:31,PF1,,100
2026-09-01T06:45:31Z,2026-09-01 14:45:31,PE2,,97.1
2026-09-01T06:45:31Z,2026-09-01 14:45:31,PA4,,0
2026-09-01T06:45:31Z,2026-09-01 14:45:31,PI2,,5.45
2026-09-01T06:45:31Z,2026-09-01 14:45:31,PM2,,78.95
2026-09-01T06:45:31Z,2026-09-01 14:45:31,STAFF ONLY - PL2,,0
2026-09-01T06:45:31Z,2026-09-01 14:45:31,PM3,,91.14
2026-09-01T06:45:31Z,2026-09-01 14:45:31,PA3,,0.62
2026-09-01T06:45:31Z,2026-09-01 14:45:31,PA1,,27.41
2026-09-01T06:45:31Z,2026-09-01 14:45:31,PH2,,92
2026-09-01T06:45:31Z,2026-09-01 14:45:31,PH3,,93.33
2026-09-01T06:45:31Z,2026-09-01 14:45:31,PA2,,1.83
2026-09-01T06:45:31Z,2026-09-01 14:45:31,PB1,,89.4
2026-09-01T06:45:31Z,2026-09-01 14:45:31,PH4,,98.71
2026-09-01T06:45:31Z,2026-09-01 14:45:31,PL2,,90.32
2026-09-01T06:45:31Z,2026-09-01 14:45:31,PC4,,85.42
2026-09-01T06:45:31Z,2026-09-01 14:45:31,PL1,,83.39
2026-09-01T06:45:31Z,2026-09-01 14:45:31,PD1,,85.53
2026-09-01T06:45:31Z,2026-09-01 14:45:31,PA5,,9.38
2026-09-01T06:45:31Z,2026-09-01 14:45:31,PE1,,79.44
2026-09-01T06:45:31Z,2026-09-01 14:45:31,PB3,,68.24
2026-09-01T06:45:31Z,2026-09-01 14:45:31,PD4,,97.22
2026-09-01T12:06:41Z,2026-09-01 20:06:41,TCP1,,0
2026-09-01T12:06:41Z,2026-09-01 20:06:41,TCP2,,0
2026-09-01T12:06:41Z,2026-09-01 20:06:41,STAFF ONLY - PJ1,,0
2026-09-01T12:06:41Z,2026-09-01 20:06:41,PC2,,1.43
2026-09-01T12:06:41Z,2026-09-01 20:06:41,STAFF ONLY - PC3,,0
2026-09-01T12:06:41Z,2026-09-01 20:06:41,PI3,,0
2026-09-01T12:06:41Z,2026-09-01 20:06:41,PJ1,,27.17
2026-09-01T12:06:41Z,2026-09-01 20:06:41,PJ2,,6.29
2026-09-01T12:06:41Z,2026-09-01 20:06:41,PI1,,23.74
2026-09-01T12:06:41Z,2026-09-01 20:06:41,PH1,,7.18
2026-09-01T12:06:41Z,2026-09-01 20:06:41,PC3,,3.39
2026-09-01T12:06:41Z,2026-09-01 20:06:41,PF1,,13.84
2026-09-01T12:06:41Z,2026-09-01 20:06:41,PE2,,60.14
2026-09-01T12:06:41Z,2026-09-01 20:06:41,PI2,,5.45
2026-09-01T12:06:41Z,2026-09-01 20:06:41,PA4,,0
2026-09-01T12:06:41Z,2026-09-01 20:06:41,STAFF ONLY - PL2,,0
2026-09-01T12:06:41Z,2026-09-01 20:06:41,PM2,,0
2026-09-01T12:06:41Z,2026-09-01 20:06:41,PM3,,10.13
2026-09-01T12:06:41Z,2026-09-01 20:06:41,PH2,,36
2026-09-01T12:06:41Z,2026-09-01 20:06:41,PA1,,27.41
2026-09-01T12:06:41Z,2026-09-01 20:06:41,PA3,,0.62
2026-09-01T12:06:41Z,2026-09-01 20:06:41,PA2,,1.83
2026-09-01T12:06:41Z,2026-09-01 20:06:41,PH3,,0
2026-09-01T12:06:41Z,2026-09-01 20:06:41,PB1,,58.74
2026-09-01T12:06:41Z,2026-09-01 20:06:41,PH4,,6.45
2026-09-01T12:06:41Z,2026-09-01 20:06:41,PC4,,4.17
2026-09-01T12:06:41Z,2026-09-01 20:06:41,PL1,,18.21
2026-09-01T12:06:41Z,2026-09-01 20:06:41,PD1,,9.87
2026-09-01T12:06:41Z,2026-09-01 20:06:41,PA5,,9.38
2026-09-01T12:06:41Z,2026-09-01 20:06:41,PL2,,9.68
2026-09-01T12:06:41Z,2026-09-01 20:06:41,PB3,,50.59
2026-09-01T12:06:41Z,2026-09-01 20:06:41,PE1,,30.66
2026-09-01T12:06:41Z,2026-09-01 20:06:41,PD4,,66.67
2026-09-01T16:38:00Z,2026-09-02 00:38:00,PJ1,,25.36
2026-09-01T16:38:00Z,2026-09-02 00:38:00,STAFF ONLY - PJ1,,0
2026-09-01T16:38:00Z,2026-09-02 00:38:00,STAFF ONLY - PC3,,0
2026-09-01T16:38:00Z,2026-09-02 00:38:00,TCP1,,0
2026-09-01T16:38:00Z,2026-09-02 00:38:00,PC2,,1.43
2026-09-01T16:38:00Z,2026-09-02 00:38:00,PI3,,0
2026-09-01T16:38:00Z,2026-09-02 00:38:00,TCP2,,0
2026-09-01T16:38:00Z,2026-09-02 00:38:00,PC3,,0
2026-09-01T16:38:00Z,2026-09-02 00:38:00,PF1,,0.63
2026-09-01T16:38:00Z,2026-09-02 00:38:00,PJ2,,0.63
2026-09-01T16:38:00Z,2026-09-02 00:38:00,PH1,,1.44
2026-09-01T16:38:00Z,2026-09-02 00:38:00,PI1,,3.35
2026-09-01T16:38:00Z,2026-09-02 00:38:00,PE2,,60.14
2026-09-01T16:38:00Z,2026-09-02 00:38:00,PA4,,0
2026-09-01T16:38:00Z,2026-09-02 00:38:00,PI2,,5.45
2026-09-01T16:38:00Z,2026-09-02 00:38:00,PM2,,0
2026-09-01T16:38:00Z,2026-09-02 00:38:00,STAFF ONLY - PL2,,0
2026-09-01T16:38:00Z,2026-09-02 00:38:00,PM3,,7.59
2026-09-01T16:38:00Z,2026-09-02 00:38:00,PA2,,1.83
2026-09-01T16:38:00Z,2026-09-02 00:38:00,PA1,,27.41
2026-09-01T16:38:00Z,2026-09-02 00:38:00,PA3,,0.62
2026-09-01T16:38:00Z,2026-09-02 00:38:00,PB1,,16.62
2026-09-01T16:38:00Z,2026-09-02 00:38:00,PH3,,0
2026-09-01T16:38:00Z,2026-09-02 00:38:00,PH2,,34
2026-09-01T16:38:00Z,2026-09-02 00:38:00,PH4,,0
2026-09-01T16:38:00Z,2026-09-02 00:38:00,PC4,,0
2026-09-01T16:38:00Z,2026-09-02 00:38:00,PL2,,0
2026-09-01T16:38:00Z,2026-09-02 00:38:00,PD1,,2.3
2026-09-01T16:38:00Z,2026-09-02 00:38:00,PA5,,9.38
2026-09-01T16:38:00Z,2026-09-02 00:38:00,PL1,,13.1
2026-09-01T16:38:00Z,2026-09-02 00:38:00,PB3,,31.76
2026-09-01T16:38:00Z,2026-09-02 00:38:00,PE1,,11.5
2026-09-01T16:38:00Z,2026-09-02 00:38:00,PD4,,25
2026-09-01T19:36:53Z,2026-09-02 03:36:53,TCP1,,0
2026-09-01T19:36:53Z,2026-09-02 03:36:53,TCP2,,0
2026-09-01T19:36:53Z,2026-09-02 03:36:53,STAFF ONLY - PJ1,,0
2026-09-01T19:36:53Z,2026-09-02 03:36:53,PJ1,,25.36
2026-09-01T19:36:53Z,2026-09-02 03:36:53,PI3,,0
2026-09-01T19:36:53Z,2026-09-02 03:36:53,PC2,,1.43
2026-09-01T19:36:53Z,2026-09-02 03:36:53,STAFF ONLY - PC3,,0
2026-09-01T19:36:53Z,2026-09-02 03:36:53,PC3,,0
2026-09-01T19:36:53Z,2026-09-02 03:36:53,PJ2,,0.63
2026-09-01T19:36:53Z,2026-09-02 03:36:53,PI1,,2.23
2026-09-01T19:36:53Z,2026-09-02 03:36:53,PF1,,0.63
2026-09-01T19:36:53Z,2026-09-02 03:36:53,PH1,,3.35
2026-09-01T19:36:53Z,2026-09-02 03:36:53,PE2,,60.14
2026-09-01T19:36:53Z,2026-09-02 03:36:53,PA4,,0
2026-09-01T19:36:53Z,2026-09-02 03:36:53,PI2,,5.45
2026-09-01T19:36:53Z,2026-09-02 03:36:53,PM2,,0
2026-09-01T19:36:53Z,2026-09-02 03:36:53,PM3,,7.59
2026-09-01T19:36:53Z,2026-09-02 03:36:53,STAFF ONLY - PL2,,0
2026-09-01T19:36:53Z,2026-09-02 03:36:53,PA1,,27.41
2026-09-01T19:36:53Z,2026-09-02 03:36:53,PA2,,1.83
2026-09-01T19:36:53Z,2026-09-02 03:36:53,PA3,,0.62
2026-09-01T19:36:53Z,2026-09-02 03:36:53,PB1,,15.76
2026-09-01T19:36:53Z,2026-09-02 03:36:53,PH3,,0
2026-09-01T19:36:53Z,2026-09-02 03:36:53,PH2,,34
2026-09-01T19:36:53Z,2026-09-02 03:36:53,PH4,,0.65
2026-09-01T19:36:53Z,2026-09-02 03:36:53,PA5,,9.38
2026-09-01T19:36:53Z,2026-09-02 03:36:53,PL2,,0
2026-09-01T19:36:53Z,2026-09-02 03:36:53,PC4,,0
2026-09-01T19:36:53Z,2026-09-02 03:36:53,PL1,,13.1
2026-09-01T19:36:53Z,2026-09-02 03:36:53,PD1,,1.32
2026-09-01T19:36:53Z,2026-09-02 03:36:53,PE1,,10.1
2026-09-01T19:36:53Z,2026-09-02 03:36:53,PD4,,8.33
2026-09-01T19:36:53Z,2026-09-02 03:36:53,PB3,,31.76
2026-09-01T22:02:29Z,2026-09-02 06:02:29,STAFF ONLY - PJ1,,0
2026-09-01T22:02:29Z,2026-09-02 06:02:29,PJ1,,25.36
2026-09-01T22:02:29Z,2026-09-02 06:02:29,PI3,,0
2026-09-01T22:02:29Z,2026-09-02 06:02:29,TCP1,,0
2026-09-01T22:02:29Z,2026-09-02 06:02:29,PC2,,1.43
2026-09-01T22:02:29Z,2026-09-02 06:02:29,STAFF ONLY - PC3,,0
2026-09-01T22:02:29Z,2026-09-02 06:02:29,TCP2,,0
2026-09-01T22:02:29Z,2026-09-02 06:02:29,PF1,,2.52
2026-09-01T22:02:29Z,2026-09-02 06:02:29,PH1,,17.22
2026-09-01T22:02:29Z,2026-09-02 06:02:29,PI1,,4.47
2026-09-01T22:02:29Z,2026-09-02 06:02:29,PC3,,1.69
2026-09-01T22:02:29Z,2026-09-02 06:02:29,PJ2,,1.26
2026-09-01T22:02:29Z,2026-09-02 06:02:29,PE2,,55.07
2026-09-01T22:02:29Z,2026-09-02 06:02:29,PI2,,5.45
2026-09-01T22:02:29Z,2026-09-02 06:02:29,STAFF ONLY - PL2,,0
2026-09-01T22:02:29Z,2026-09-02 06:02:29,PA4,,0
2026-09-01T22:02:29Z,2026-09-02 06:02:29,PM3,,8.23
2026-09-01T22:02:29Z,2026-09-02 06:02:29,PM2,,5.26
2026-09-01T22:02:29Z,2026-09-02 06:02:29,PA2,,1.83
2026-09-01T22:02:29Z,2026-09-02 06:02:29,PH3,,0
2026-09-01T22:02:29Z,2026-09-02 06:02:29,PA1,,27.41
2026-09-01T22:02:29Z,2026-09-02 06:02:29,PB1,,17.48
2026-09-01T22:02:29Z,2026-09-02 06:02:29,PH2,,34
2026-09-01T22:02:29Z,2026-09-02 06:02:29,PA3,,0.62
2026-09-01T22:02:29Z,2026-09-02 06:02:29,PH4,,2.58
2026-09-01T22:02:29Z,2026-09-02 06:02:29,PD1,,0.99
2026-09-01T22:02:29Z,2026-09-02 06:02:29,PA5,,9.38
2026-09-01T22:02:29Z,2026-09-02 06:02:29,PC4,,0
2026-09-01T22:02:29Z,2026-09-02 06:02:29,PL1,,13.42
2026-09-01T22:02:29Z,2026-09-02 06:02:29,PL2,,6.45
2026-09-01T22:02:29Z,2026-09-02 06:02:29,PE1,,10.1
2026-09-01T22:02:29Z,2026-09-02 06:02:29,PB3,,30.59
2026-09-01T22:02:29Z,2026-09-02 06:02:29,PD4,,2.78
2026-09-02T00:09:58Z,2026-09-02 08:09:58,PC2,,1.43
2026-09-02T00:09:58Z,2026-09-02 08:09:58,PI3,,0
2026-09-02T00:09:58Z,2026-09-02 08:09:58,STAFF ONLY - PJ1,,5.26
2026-09-02T00:09:58Z,2026-09-02 08:09:58,TCP1,,0
2026-09-02T00:09:58Z,2026-09-02 08:09:58,PJ1,,29.35
2026-09-02T00:09:58Z,2026-09-02 08:09:58,STAFF ONLY - PC3,,0
2026-09-02T00:09:58Z,2026-09-02 08:09:58,TCP2,,0
2026-09-02T00:09:58Z,2026-09-02 08:09:58,PH1,,89.95
2026-09-02T00:09:58Z,2026-09-02 08:09:58,PI1,,72.63
2026-09-02T00:09:58Z,2026-09-02 08:09:58,PC3,,91.53
2026-09-02T00:09:58Z,2026-09-02 08:09:58,PF1,,100
2026-09-02T00:09:58Z,2026-09-02 08:09:58,PE2,,11.59
2026-09-02T00:09:58Z,2026-09-02 08:09:58,PJ2,,78.62
2026-09-02T00:09:58Z,2026-09-02 08:09:58,STAFF ONLY - PL2,,0
2026-09-02T00:09:58Z,2026-09-02 08:09:58,PA4,,0
2026-09-02T00:09:58Z,2026-09-02 08:09:58,PI2,,5.45
2026-09-02T00:09:58Z,2026-09-02 08:09:58,PM2,,10.53
2026-09-02T00:09:58Z,2026-09-02 08:09:58,PM3,,46.84
2026-09-02T00:09:58Z,2026-09-02 08:09:58,PH2,,100
2026-09-02T00:09:58Z,2026-09-02 08:09:58,PA3,,0.62
2026-09-02T00:09:58Z,2026-09-02 08:09:58,PH3,,0
2026-09-02T00:09:58Z,2026-09-02 08:09:58,PA1,,27.41
2026-09-02T00:09:58Z,2026-09-02 08:09:58,PA2,,1.83
2026-09-02T00:09:58Z,2026-09-02 08:09:58,PB1,,78.8
2026-09-02T00:09:58Z,2026-09-02 08:09:58,PH4,,100
2026-09-02T00:09:58Z,2026-09-02 08:09:58,PL2,,25.81
2026-09-02T00:09:58Z,2026-09-02 08:09:58,PD1,,31.58
2026-09-02T00:09:58Z,2026-09-02 08:09:58,PL1,,22.04
2026-09-02T00:09:58Z,2026-09-02 08:09:58,PA5,,9.38
2026-09-02T00:09:58Z,2026-09-02 08:09:58,PC4,,0
2026-09-02T00:09:58Z,2026-09-02 08:09:58,PE1,,55.75
2026-09-02T00:09:58Z,2026-09-02 08:09:58,PB3,,24.71
2026-09-02T00:09:58Z,2026-09-02 08:09:58,PD4,,11.11
2026-09-02T04:37:45Z,2026-09-02 12:37:45,STAFF ONLY - PJ1,,92.63
2026-09-02T04:37:45Z,2026-09-02 12:37:45,STAFF ONLY - PC3,,100
2026-09-02T04:37:45Z,2026-09-02 12:37:45,PJ1,,90.58
2026-09-02T04:37:45Z,2026-09-02 12:37:45,TCP1,,0
2026-09-02T04:37:45Z,2026-09-02 12:37:45,PC2,,1.43
2026-09-02T04:37:45Z,2026-09-02 12:37:45,PI3,,99.65
2026-09-02T04:37:45Z,2026-09-02 12:37:45,TCP2,,0
2026-09-02T04:37:45Z,2026-09-02 12:37:45,PH1,,86.12
2026-09-02T04:37:45Z,2026-09-02 12:37:45,PI1,,93.58
2026-09-02T04:37:45Z,2026-09-02 12:37:45,PE2,,86.23
2026-09-02T04:37:45Z,2026-09-02 12:37:45,PC3,,93.22
2026-09-02T04:37:45Z,2026-09-02 12:37:45,PF1,,100
2026-09-02T04:37:45Z,2026-09-02 12:37:45,PJ2,,98.74
2026-09-02T04:37:45Z,2026-09-02 12:37:45,PI2,,5.45
2026-09-02T04:37:45Z,2026-09-02 12:37:45,PM3,,95.57
2026-09-02T04:37:45Z,2026-09-02 12:37:45,PM2,,73.68
2026-09-02T04:37:45Z,2026-09-02 12:37:45,STAFF ONLY - PL2,,0
2026-09-02T04:37:45Z,2026-09-02 12:37:45,PA4,,0
2026-09-02T04:37:45Z,2026-09-02 12:37:45,PH2,,100
2026-09-02T04:37:45Z,2026-09-02 12:37:45,PA3,,0.62
2026-09-02T04:37:45Z,2026-09-02 12:37:45,PA1,,27.41
2026-09-02T04:37:45Z,2026-09-02 12:37:45,PA2,,1.83
2026-09-02T04:37:45Z,2026-09-02 12:37:45,PB1,,86.82
2026-09-02T04:37:45Z,2026-09-02 12:37:45,PH3,,77.78
2026-09-02T04:37:45Z,2026-09-02 12:37:45,PH4,,100
2026-09-02T04:37:45Z,2026-09-02 12:37:45,PL1,,88.82
2026-09-02T04:37:45Z,2026-09-02 12:37:45,PL2,,100
2026-09-02T04:37:45Z,2026-09-02 12:37:45,PC4,,70.83
2026-09-02T04:37:45Z,2026-09-02 12:37:45,PA5,,9.38
2026-09-02T04:37:45Z,2026-09-02 12:37:45,PD1,,80.26
2026-09-02T04:37:45Z,2026-09-02 12:37:45,PE1,,79.79
2026-09-02T04:37:45Z,2026-09-02 12:37:45,PB3,,38.82
2026-09-02T04:37:45Z,2026-09-02 12:37:45,PD4,,58.33
2026-09-02T09:03:55Z,2026-09-02 17:03:55,PC2,,1.43
2026-09-02T09:03:55Z,2026-09-02 17:03:55,PI3,,60.99
2026-09-02T09:03:55Z,2026-09-02 17:03:55,STAFF ONLY - PC3,,44.68
2026-09-02T09:03:55Z,2026-09-02 17:03:55,TCP1,,0
2026-09-02T09:03:55Z,2026-09-02 17:03:55,STAFF ONLY - PJ1,,47.37
2026-09-02T09:03:55Z,2026-09-02 17:03:55,PJ1,,64.86
2026-09-02T09:03:55Z,2026-09-02 17:03:55,TCP2,,0
2026-09-02T09:03:55Z,2026-09-02 17:03:55,PC3,,49.15
2026-09-02T09:03:55Z,2026-09-02 17:03:55,PH1,,40.67
2026-09-02T09:03:55Z,2026-09-02 17:03:55,PF1,,97.48
2026-09-02T09:03:55Z,2026-09-02 17:03:55,PJ2,,48.43
2026-09-02T09:03:55Z,2026-09-02 17:03:55,PI1,,62.57
2026-09-02T09:03:55Z,2026-09-02 17:03:55,PE2,,80.43
2026-09-02T09:03:55Z,2026-09-02 17:03:55,PA4,,0
2026-09-02T09:03:55Z,2026-09-02 17:03:55,PI2,,5.45
2026-09-02T09:03:55Z,2026-09-02 17:03:55,STAFF ONLY - PL2,,0
2026-09-02T09:03:55Z,2026-09-02 17:03:55,PM3,,44.3
2026-09-02T09:03:55Z,2026-09-02 17:03:55,PM2,,26.32
2026-09-02T09:03:55Z,2026-09-02 17:03:55,PH2,,60
2026-09-02T09:03:55Z,2026-09-02 17:03:55,PA1,,27.41
2026-09-02T09:03:55Z,2026-09-02 17:03:55,PB1,,75.64
2026-09-02T09:03:55Z,2026-09-02 17:03:55,PA2,,1.83
2026-09-02T09:03:55Z,2026-09-02 17:03:55,PH3,,55.56
2026-09-02T09:03:55Z,2026-09-02 17:03:55,PA3,,0.62
2026-09-02T09:03:55Z,2026-09-02 17:03:55,PH4,,58.71
2026-09-02T09:03:55Z,2026-09-02 17:03:55,PL2,,38.71
2026-09-02T09:03:55Z,2026-09-02 17:03:55,PL1,,53.99
2026-09-02T09:03:55Z,2026-09-02 17:03:55,PC4,,52.08
2026-09-02T09:03:55Z,2026-09-02 17:03:55,PD1,,49.34
2026-09-02T09:03:55Z,2026-09-02 17:03:55,PA5,,9.38
2026-09-02T09:03:55Z,2026-09-02 17:03:55,PE1,,64.81
2026-09-02T09:03:55Z,2026-09-02 17:03:55,PB3,,64.71
2026-09-02T09:03:55Z,2026-09-02 17:03:55,PD4,,86.11
2026-09-02T13:36:47Z,2026-09-02 21:36:47,STAFF ONLY - PC3,,2.13
2026-09-02T13:36:47Z,2026-09-02 21:36:47,PC2,,1.43
2026-09-02T13:36:47Z,2026-09-02 21:36:47,PJ1,,27.17
2026-09-02T13:36:47Z,2026-09-02 21:36:47,TCP1,,0
2026-09-02T13:36:47Z,2026-09-02 21:36:47,PI3,,3.19
2026-09-02T13:36:47Z,2026-09-02 21:36:47,STAFF ONLY - PJ1,,1.05
2026-09-02T13:36:47Z,2026-09-02 21:36:47,TCP2,,0
2026-09-02T13:36:47Z,2026-09-02 21:36:47,PC3,,3.39
2026-09-02T13:36:47Z,2026-09-02 21:36:47,PH1,,6.7
2026-09-02T13:36:47Z,2026-09-02 21:36:47,PJ2,,4.4
